id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
2465,EGPL,medium_airport,Benbecula Airport,57.48109817504880,-7.3627800941467300,19,EU,GB,GB-SCT,Balivanich,yes,EGPL,BEB,,http://www.hial.co.uk/benbecula-airport.html,https://en.wikipedia.org/wiki/Benbecula_Airport,
2467,EGPN,medium_airport,Dundee Airport,56.45249938964840,-3.025830030441280,17,EU,GB,GB-SCT,Dundee,yes,EGPN,DND,,http://www.hial.co.uk/dundee-airport.html,https://en.wikipedia.org/wiki/Dundee_Airport,
2468,EGPO,medium_airport,Stornoway Airport,58.215599,-6.33111,26,EU,GB,GB-SCT,"Stornoway, Western Isles",yes,EGPO,SYY,,http://www.hial.co.uk/stornoway-airport.html,https://en.wikipedia.org/wiki/Stornoway_Airport,Lewis
29173,EGPR,medium_airport,Barra Airport,57.0228,-7.44306,5,EU,GB,GB-SCT,Eoligarry,yes,EGPR,BRR,,http://www.hial.co.uk/barra-airport.html,https://en.wikipedia.org/wiki/Barra_Airport_(Scotland),"Barra Eoligarry Airport, Barra Island"
2469,EGPU,medium_airport,Tiree Airport,56.49919891357420,-6.869170188903810,38,EU,GB,GB-SCT,Balemartine,yes,EGPU,TRE,,http://www.hial.co.uk/tiree-airport.html,https://en.wikipedia.org/wiki/Tiree_Airport,Inner Hebrides
2475,EGSH,medium_airport,Norwich Airport,52.6758,1.28278,117,EU,GB,GB-ENG,"Norwich, Norfolk",yes,EGSH,NWI,,https://www.norwichairport.co.uk/,https://en.wikipedia.org/wiki/Norwich_Airport,RAF Horsham St Faith
2476,EGSS,large_airport,London Stansted Airport,51.884998,0.235,348,EU,GB,GB-ENG,London,yes,EGSS,STN,,http://www.stanstedairport.com/,https://en.wikipedia.org/wiki/London_Stansted_Airport,LON
2481,EGTE,medium_airport,Exeter International Airport,50.734402,-3.41389,102,EU,GB,GB-ENG,Exeter,yes,EGTE,EXT,,http://www.exeter-airport.co.uk/,https://en.wikipedia.org/wiki/Exeter_International_Airport,
2513,EHAM,large_airport,Amsterdam Airport Schiphol,52.308601,4.76389,-11,EU,NL,NL-NH,Amsterdam,yes,EHAM,AMS,,https://www.schiphol.nl/,https://en.wikipedia.org/wiki/Amsterdam_Airport_Schiphol,
2515,EHBK,medium_airport,Maastricht Aachen Airport,50.911701,5.77014,375,EU,NL,NL-LI,Maastricht,yes,EHBK,MST,,,https://en.wikipedia.org/wiki/Maastricht_Aachen_Airport,
2518,EHEH,large_airport,Eindhoven Airport,51.4500999451,5.37452983856,74,EU,NL,NL-NB,Eindhoven,yes,EHEH,EIN,,http://www.eindhovenairport.nl/,https://en.wikipedia.org/wiki/Eindhoven_Airport,Welschap Airport
2519,EHGG,medium_airport,Groningen Airport Eelde,53.119701,6.57944,17,EU,NL,NL-DR,Groningen,yes,EHGG,GRQ,,,https://en.wikipedia.org/wiki/Groningen_Airport_Eelde,
2524,EHRD,medium_airport,Rotterdam The Hague Airport,51.956902,4.43722,-15,EU,NL,NL-ZH,Rotterdam,yes,EHRD,RTM,,https://www.rotterdamthehagueairport.nl/,https://en.wikipedia.org/wiki/Rotterdam_Airport,Vliegveld Zestienhoven
27309,EICA,small_airport,Connemara Regional Airport,53.23030090332030,-9.467780113220220,70,EU,IE,IE-G,Inverin,yes,EICA,NNR,,http://www.aerarannislands.ie/,https://en.wikipedia.org/wiki/Aerfort_na_Minna,"Aerfort na Minna, Indreabhán"
2530,EICK,medium_airport,Cork Airport,51.841301,-8.49111,502,EU,IE,IE-C,Cork,yes,EICK,ORK,,http://www.corkairport.com/,https://en.wikipedia.org/wiki/Cork_Airport,Aerfort Chorcaí
2531,EICM,medium_airport,Galway Airport,53.300201416015600,-8.941590309143070,81,EU,IE,IE-G,Galway,yes,EICM,GWY,,http://www.galwayairport.com/,https://en.wikipedia.org/wiki/Galway_Airport,
2532,EIDL,medium_airport,Donegal Airport,55.0442008972168,-8.340999603271480,30,EU,IE,IE-DL,Donegal,yes,EIDL,CFN,,http://www.donegalairport.ie/,https://en.wikipedia.org/wiki/Donegal_Airport,Gweedore
2533,EIDW,large_airport,Dublin Airport,53.428713,-6.262121,242,EU,IE,IE-D,Dublin,yes,EIDW,DUB,,http://www.dublinairport.com/,https://en.wikipedia.org/wiki/Dublin_Airport,Aerfort Bhaile Átha Cliath
29221,EIIM,small_airport,Inishmore Aerodrome,53.1067008972168,-9.653610229492190,24,EU,IE,IE-G,Inis Mór,yes,EIIM,IOR,,,https://en.wikipedia.org/wiki/Inishmore_Aerodrome,Aran Islands
29222,EIIR,small_airport,Inisheer Aerodrome,53.064701,-9.5109,40,EU,IE,IE-G,Inis Oírr,yes,EIIR,INQ,,,https://en.wikipedia.org/wiki/Inisheer_Aerodrome,Aran Islands
2534,EIKN,medium_airport,Ireland West Knock Airport,53.910301,-8.81849,665,EU,IE,IE-MO,Charlestown,yes,EIKN,NOC,,http://www.irelandwestairport.com/,https://en.wikipedia.org/wiki/Ireland_West_Airport_Knock,Connaught
2535,EIKY,medium_airport,Kerry Airport,52.180901,-9.52378,112,EU,IE,IE-KY,Killarney,yes,EIKY,KIR,,http://www.kerryairport.ie/,https://en.wikipedia.org/wiki/Kerry_Airport,
29226,EIMN,small_airport,Inishmaan Aerodrome,53.092999,-9.56806,15,EU,IE,IE-G,Inis Meáin,yes,EIMN,IIA,,,https://en.wikipedia.org/wiki/Inishmaan_Aerodrome,Aran Islands
2537,EINN,large_airport,Shannon Airport,52.702,-8.92482,46,EU,IE,IE-CE,Shannon,yes,EINN,SNN,,http://www.shannonairport.com/,https://en.wikipedia.org/wiki/Shannon_Airport,
2540,EKAH,medium_airport,Aarhus Airport,56.303331,10.618286,82,EU,DK,DK-82,Aarhus,yes,EKAH,AAR,,http://www.aar.dk/default.asp?id=87,https://en.wikipedia.org/wiki/Aarhus_Airport,
2541,EKBI,large_airport,Billund Airport,55.740496,9.160452,247,EU,DK,DK-83,Billund,yes,EKBI,BLL,,http://www.billund-airport.dk/?sc_lang=en,https://en.wikipedia.org/wiki/Billund_Airport,
2542,EKCH,large_airport,Copenhagen Kastrup Airport,55.617900848389,12.656000137329,17,EU,DK,DK-84,Copenhagen,yes,EKCH,CPH,,http://www.cph.dk/en/,https://en.wikipedia.org/wiki/Copenhagen_Airport,"København, Malmö"
2543,EKEB,medium_airport,Esbjerg Airport,55.525902,8.5534,97,EU,DK,DK-83,Esbjerg,yes,EKEB,EBJ,,http://www.esbjerg-lufthavn.dk/en/,https://en.wikipedia.org/wiki/Esbjerg_Airport,"offshore, North Sea"
2546,EKKA,medium_airport,Karup Airport,56.29750061035160,9.124629974365230,170,EU,DK,DK-82,Karup,yes,EKKA,KRP,,,https://en.wikipedia.org/wiki/Karup_Airport,
2547,EKLS,small_airport,Læsø Airport,57.277199,11.0001,25,EU,DK,DK-81,Læsø,yes,EKLS,BYR,,,https://en.wikipedia.org/wiki/L%C3%A6s%C3%B8_Airport,"Laeso, Laesoe"
2549,EKOD,medium_airport,Odense Airport,55.47669982910160,10.330900192260700,56,EU,DK,DK-83,Odense,yes,EKOD,ODE,,,https://en.wikipedia.org/wiki/Odense_Airport,
2551,EKRK,medium_airport,Copenhagen Roskilde Airport,55.585602,12.1314,146,EU,DK,DK-85,Copenhagen,yes,EKRK,RKE,,,https://en.wikipedia.org/wiki/Roskilde_Airport,København
2552,EKRN,medium_airport,Bornholm Airport,55.06330108642580,14.759599685668900,52,EU,DK,DK-84,Rønne,yes,EKRN,RNN,,http://www.bornholms-lufthavn.dk/en/,https://en.wikipedia.org/wiki/Bornholm_Airport,Roenne
2553,EKSB,medium_airport,Sønderborg Airport,54.96440124511720,9.791729927062990,24,EU,DK,DK-83,Sønderborg,yes,EKSB,SGD,,,https://en.wikipedia.org/wiki/S%C3%B8nderborg_Airport,"Sonderborg, Soenderborg"
2554,EKSN,medium_airport,Sindal Airport,57.503502,10.2294,92,EU,DK,DK-81,Sindal,yes,EKSN,CNL,,http://www.eksn.dk/,https://en.wikipedia.org/wiki/Sindal_Airport,
2559,EKVG,medium_airport,Vágar Airport,62.063256,-7.275782,280,EU,FO,FO-U-A,Vágar,yes,EKVG,FAE,,http://www.floghavn.fo/,https://en.wikipedia.org/wiki/V%C3%A1gar_Airport,"Faroes, RAF Vágar"
2562,EKYT,medium_airport,Aalborg Airport,57.094763,9.84993,10,EU,DK,DK-81,Aalborg,yes,EKYT,AAL,,http://www.aal.dk,https://en.wikipedia.org/wiki/Aalborg_Airport,
2563,ELLX,large_airport,Luxembourg-Findel International Airport,49.6233333,6.2044444,1234,EU,LU,LU-L,Luxembourg,yes,ELLX,LUX,,http://www.lux-airport.lu/en/,https://en.wikipedia.org/wiki/Luxembourg-Findel_International_Airport,
2564,ENAL,medium_airport,"Ålesund Airport, Vigra",62.5625,6.1197,69,EU,NO,NO-15,Ålesund,yes,ENAL,AES,,http://www.avinor.no/lufthavn/alesund,https://en.wikipedia.org/wiki/%C3%85lesund_Airport%2C_Vigra,Vigra
2565,ENAN,medium_airport,"Andøya Airport, Andenes",69.292503,16.144199,43,EU,NO,NO-18,Andenes,yes,ENAN,ANX,,https://avinor.no/en/airport/andoya-airport/,https://en.wikipedia.org/wiki/And%C3%B8ya_Airport%2C_Andenes,
2566,ENAT,medium_airport,Alta Airport,69.976097106934,23.371700286865,9,EU,NO,NO-54,Alta,yes,ENAT,ALF,,https://avinor.no/en/airport/alta-airport/,https://en.wikipedia.org/wiki/Alta_Airport,
29254,ENBL,small_airport,"Førde Airport, Bringeland",61.391102,5.75694,1046,EU,NO,NO-46,Førde,yes,ENBL,FDE,,https://avinor.no/en/airport/forde-airport/,https://en.wikipedia.org/wiki/F%C3%B8rde_Airport%2C_Bringeland,bringeland
2568,ENBN,medium_airport,"Brønnøysund Airport, Brønnøy",65.461098,12.2175,25,EU,NO,NO-18,Brønnøy,yes,ENBN,BNN,,https://avinor.no/en/airport/bronnoysund-airport/,https://en.wikipedia.org/wiki/Br%C3%B8nn%C3%B8ysund_Airport%2C_Br%C3%B8nn%C3%B8y,Bronnoy
2569,ENBO,medium_airport,Bodø Airport,67.269203,14.3653,42,EU,NO,NO-18,Bodø,yes,ENBO,BOO,,http://www.avinor.no/en/airport/bodo/frontpage,https://en.wikipedia.org/wiki/Bod%C3%B8_Airport,"Bodø Air Force Base, Bodø Main Air Station"
2570,ENBR,large_airport,"Bergen Airport, Flesland",60.2934,5.21814,170,EU,NO,NO-46,Bergen,yes,ENBR,BGO,,http://www.avinor.no/en/airport/bergen,https://en.wikipedia.org/wiki/Bergen_Airport%2C_Flesland,
2571,ENBS,medium_airport,Båtsfjord Airport,70.60050201416,29.691400527954,490,EU,NO,NO-54,Båtsfjord,yes,ENBS,BJF,,https://avinor.no/en/airport/batsfjord-airport/,https://en.wikipedia.org/wiki/B%C3%A5tsfjord_Airport,
29255,ENBV,medium_airport,Berlevåg Airport,70.871399,29.034201,42,EU,NO,NO-54,Berlevåg,yes,ENBV,BVG,,https://avinor.no/en/airport/berlevag-airport/,https://en.wikipedia.org/wiki/Berlev%C3%A5g_Airport,
2572,ENCN,medium_airport,"Kristiansand Airport, Kjevik",58.204201,8.08537,57,EU,NO,NO-42,Kjevik,yes,ENCN,KRS,,http://www.avinor.no/en/airport/kristiansand,https://en.wikipedia.org/wiki/Kristiansand_Airport%2C_Kjevik,
2574,ENDU,medium_airport,Bardufoss Airport,69.055801391602,18.540399551392,252,EU,NO,NO-54,Målselv,yes,ENDU,BDU,,https://avinor.no/en/airport/bardufoss-airport/,https://en.wikipedia.org/wiki/Bardufoss_Airport,
2575,ENEV,medium_airport,"Harstad/Narvik Airport, Evenes",68.491302490234,16.678100585938,84,EU,NO,NO-18,Evenes,yes,ENEV,EVE,,https://avinor.no/en/airport/harstadnarvik-airport/,https://en.wikipedia.org/wiki/Harstad/Narvik_Airport%2C_Evenes,"Harstad/Narvik lufthavn, Evenes"
2577,ENFL,medium_airport,Florø Airport,61.583599090576,5.0247201919556,37,EU,NO,NO-46,Florø,yes,ENFL,FRO,,https://avinor.no/en/airport/floro-airport/,https://en.wikipedia.org/wiki/Flor%C3%B8_Airport,Floro
2578,ENGM,large_airport,"Oslo Airport, Gardermoen",60.193901,11.1004,681,EU,NO,NO-30,Oslo,yes,ENGM,OSL,,https://avinor.no/en/airport/oslo-airport,"https://en.wikipedia.org/wiki/Oslo_Airport,_Gardermoen",
2579,ENHD,medium_airport,"Haugesund Airport, Karmøy",59.345299,5.20836,86,EU,NO,NO-11,Karmøy,yes,ENHD,HAU,,https://flyhau.no/,https://en.wikipedia.org/wiki/Haugesund_Airport%2C_Karm%C3%B8y,Karmoy
28115,ENHF,medium_airport,Hammerfest Airport,70.679702758789,23.668600082397,266,EU,NO,NO-54,Hammerfest,yes,ENHF,HFT,,https://avinor.no/en/airport/hammerfest-airport/,https://en.wikipedia.org/wiki/Hammerfest_Airport,
2580,ENHK,small_airport,Hasvik Airport,70.486701965332,22.139699935913,21,EU,NO,NO-54,Hasvik,yes,ENHK,HAA,,https://avinor.no/en/airport/hasvik-airport/,https://en.wikipedia.org/wiki/Hasvik_Airport,
29261,ENHV,medium_airport,"Honningsvåg Airport, Valan",71.009697,25.983601,44,EU,NO,NO-54,Honningsvåg,yes,ENHV,HVG,,https://avinor.no/en/airport/honningsvag-airport/,https://en.wikipedia.org/wiki/Valan_Airport,
2581,ENKB,medium_airport,"Kristiansund Airport, Kvernberget",63.111801,7.82452,204,EU,NO,NO-15,Kvernberget,yes,ENKB,KSU,,https://avinor.no/en/airport/kristiansund-airport/,https://en.wikipedia.org/wiki/Kristiansund_Airport%2C_Kvernberget,"Kristiansund lufthavn, Kvernberget"
2583,ENKR,medium_airport,"Kirkenes Airport, Høybuktmoen",69.7258,29.8913,283,EU,NO,NO-54,Kirkenes,yes,ENKR,KKN,,https://avinor.no/en/airport/kirkenes-airport/,https://en.wikipedia.org/wiki/Kirkenes_Airport%2C_H%C3%B8ybuktmoen,
29264,ENLK,medium_airport,Leknes Airport,68.152496337891,13.609399795532,78,EU,NO,NO-18,Leknes,yes,ENLK,LKN,,https://avinor.no/en/airport/leknes-airport/,https://en.wikipedia.org/wiki/Leknes_Airport,Leknes lufthavn
29265,ENMH,medium_airport,Mehamn Airport,71.02970123291,27.826700210571,39,EU,NO,NO-54,Mehamn,yes,ENMH,MEH,,https://avinor.no/en/airport/mehamn-airport/,https://en.wikipedia.org/wiki/Mehamn_Airport,
2585,ENML,medium_airport,"Molde Airport, Årø",62.744701,7.2625,10,EU,NO,NO-15,Årø,yes,ENML,MOL,,https://avinor.no/en/airport/molde-airport/,https://en.wikipedia.org/wiki/Molde_Airport%2C_%C3%85r%C3%B8,Aro
2586,ENMS,medium_airport,"Mosjøen Airport, Kjærstad",65.783997,13.2149,237,EU,NO,NO-18,Mosjøen,yes,ENMS,MJF,,https://avinor.no/en/airport/mosjoen-airport/,https://en.wikipedia.org/wiki/Mosj%C3%B8en_Airport%2C_Kj%C3%A6rstad,
2587,ENNA,medium_airport,"Lakselv Airport, Banak",70.068802,24.973499,25,EU,NO,NO-54,Lakselv,yes,ENNA,LKL,,https://avinor.no/en/airport/lakselv-airport/,https://en.wikipedia.org/wiki/Lakselv_Airport%2C_Banak,North Cape Airport
29267,ENNM,small_airport,Namsos Airport,64.472198,11.5786,7,EU,NO,NO-50,Namsos,yes,ENNM,OSY,,https://avinor.no/en/airport/namsos-airport/,https://en.wikipedia.org/wiki/Namsos_Airport%2C_H%C3%B8knes%C3%B8ra,"Namsos lufthavn, Høknesøra"
2589,ENOL,medium_airport,Ørland Airport,63.69889831542970,9.604000091552730,28,EU,NO,NO-50,Ørland,yes,ENOL,OLA,,,https://en.wikipedia.org/wiki/Brekstad_Airport%2C_%C3%98rland,Orland
28114,ENOV,medium_airport,"Ørsta-Volda Airport, Hovden",62.180000305176,6.0741000175476,243,EU,NO,NO-15,Ørsta,yes,ENOV,HOV,,https://avinor.no/en/airport/orsta-volda-airport/,https://en.wikipedia.org/wiki/%C3%98rsta-Volda_Airport%2C_Hovden,
29277,ENRA,medium_airport,"Mo i Rana Airport, Røssvoll",66.363899230957,14.301400184631,229,EU,NO,NO-18,Mo i Rana,yes,ENRA,MQN,,https://avinor.no/en/airport/mo-i-rana-airport/,https://en.wikipedia.org/wiki/Mo_i_Rana_Airport%2C_R%C3%B8ssvoll,
29278,ENRM,medium_airport,"Rørvik Airport, Ryum",64.838302612305,11.14610004425,14,EU,NO,NO-50,Rørvik,yes,ENRM,RVK,,https://avinor.no/en/airport/rorvik-airport/,https://en.wikipedia.org/wiki/R%C3%B8rvik_Airport%2C_Ryum,
2591,ENRO,medium_airport,Røros Airport,62.578399658203,11.342300415039,2054,EU,NO,NO-50,Røros,yes,ENRO,RRS,,https://avinor.no/en/airport/roros-airport/,https://en.wikipedia.org/wiki/R%C3%B8ros_Airport,Roros
29279,ENRS,small_airport,Røst Airport,67.526482,12.101575,7,EU,NO,NO-18,Røst,yes,ENRS,RET,,https://avinor.no/en/airport/rost-airport/,https://en.wikipedia.org/wiki/R%C3%B8st_Airport,Rost Airport
2593,ENSB,medium_airport,"Svalbard Airport, Longyear",78.246101379395,15.465600013733,88,EU,NO,NO-21,Longyearbyen,yes,ENSB,LYR,,https://avinor.no/en/airport/svalbard-airport/,https://en.wikipedia.org/wiki/Svalbard_Airport%2C_Longyear,
29280,ENSD,small_airport,"Sandane Airport, Anda",61.830002,6.10583,196,EU,NO,NO-46,Sandane,yes,ENSD,SDN,,https://avinor.no/en/airport/sandane-airport/,https://en.wikipedia.org/wiki/Sandane_Airport%2C_Anda,
28116,ENSG,small_airport,"Sogndal Airport, Haukåsen",61.156101,7.13778,1633,EU,NO,NO-46,Sogndal,yes,ENSG,SOG,,https://avinor.no/en/airport/sogndal-airport/,"https://en.wikipedia.org/wiki/Sogndal_Airport,_Hauk%C3%A5sen",Haukåsen
29281,ENSH,medium_airport,"Svolvær Airport, Helle",68.243301,14.6692,27,EU,NO,NO-18,Svolvær,yes,ENSH,SVJ,,https://avinor.no/en/airport/svolvar-airport/,https://en.wikipedia.org/wiki/Svolv%C3%A6r_Airport%2C_Helle,"Svolvær lufthavn, Helle"
29282,ENSK,medium_airport,"Stokmarknes Airport, Skagen",68.578827,15.033417,11,EU,NO,NO-18,Hadsel,yes,ENSK,SKN,,https://avinor.no/en/airport/stokmarknes-airport/,https://en.wikipedia.org/wiki/Stokmarknes_Airport%2C_Skagen,"Stokmarknes lufthavn, Skagen"
2595,ENSO,medium_airport,"Stord Airport, Sørstokken",59.791901,5.34085,160,EU,NO,NO-46,Leirvik,yes,ENSO,SRP,,,https://en.wikipedia.org/wiki/Stord_Airport%2C_S%C3%B8rstokken,"Sorstokken, Sørstokken"
2596,ENSR,medium_airport,Sørkjosen Airport,69.786796569824,20.959400177002,16,EU,NO,NO-54,Sørkjosen,yes,ENSR,SOJ,,https://avinor.no/en/airport/sorkjosen-airport/,https://en.wikipedia.org/wiki/S%C3%B8rkjosen_Airport,
2597,ENSS,medium_airport,"Vardø Airport, Svartnes",70.355400085449,31.044900894165,42,EU,NO,NO-54,Vardø,yes,ENSS,VAW,,https://avinor.no/en/airport/vardo-airport/,https://en.wikipedia.org/wiki/Vard%C3%B8_Airport%2C_Svartnes,
2598,ENST,medium_airport,"Sandnessjøen Airport, Stokka",65.956802,12.4689,56,EU,NO,NO-18,Alstahaug,yes,ENST,SSJ,,https://avinor.no/en/airport/sandnessjoen-airport/,https://en.wikipedia.org/wiki/Sandnessj%C3%B8en_Airport%2C_Stokka,
2599,ENTC,large_airport,"Tromsø Airport, Langnes",69.683296,18.9189,31,EU,NO,NO-54,Tromsø,yes,ENTC,TOS,,http://www.avinor.no/en/airport/tromso,https://en.wikipedia.org/wiki/Troms%C3%B8_Airport,"Langnes, Tromsøya, Tromso"
2600,ENTO,medium_airport,"Sandefjord Airport, Torp",59.186699,10.2586,286,EU,NO,NO-39,Torp,yes,ENTO,TRF,,https://torp.no/en/welcome-to-torp-sandefjord-airport/,https://en.wikipedia.org/wiki/Sandefjord_Airport%2C_Torp,
2601,ENVA,large_airport,"Trondheim Airport, Værnes",63.457802,10.924,56,EU,NO,NO-50,Trondheim,yes,ENVA,TRD,,https://avinor.no/en/airport/trondheim-airport/,https://en.wikipedia.org/wiki/Trondheim_Airport%2C_V%C3%A6rnes,
29284,ENVD,medium_airport,Vadsø Airport,70.065299987793,29.844699859619,127,EU,NO,NO-54,Vadsø,yes,ENVD,VDS,,https://avinor.no/en/airport/vadso-airport/,https://en.wikipedia.org/wiki/Vads%C3%B8_Airport,
2602,ENZV,large_airport,"Stavanger Airport, Sola",58.876701,5.63778,29,EU,NO,NO-11,Stavanger,yes,ENZV,SVG,,http://www.avinor.no/en/airport/stavanger/,"https://en.wikipedia.org/wiki/Stavanger_Airport,_Sola","Sola Air Station, Stavanger lufthavn, Sola"
2604,EPBY,medium_airport,Bydgoszcz Ignacy Jan Paderewski Airport,53.096802,17.977699,235,EU,PL,PL-KP,Bydgoszcz,yes,EPBY,BZG,,http://www.plb.pl/,https://en.wikipedia.org/wiki/Bydgoszcz_Ignacy_Jan_Paderewski_Airport,"Szwederowo, Bromberg"
2608,EPGD,large_airport,Gdańsk Lech Wałęsa Airport,54.377602,18.4662,489,EU,PL,PL-PM,Gdańsk,yes,EPGD,GDN,,http://www.airport.gdansk.pl/,https://en.wikipedia.org/wiki/Gda%C5%84sk_Lech_Wa%C5%82%C4%99sa_Airport,Gdańsk-Rębiechowo
2609,EPKK,large_airport,Kraków John Paul II International Airport,50.077702,19.7848,791,EU,PL,PL-MA,Balice,yes,EPKK,KRK,,http://www.krakowairport.pl/en/,https://en.wikipedia.org/wiki/Kraków_John_Paul_II_International_Airport,Krakov
2613,EPKT,medium_airport,Katowice Wojciech Korfanty International Airport,50.476015,19.080705,995,EU,PL,PL-SL,Ożarowice,yes,EPKT,KTW,,http://katowice.airport.com,https://en.wikipedia.org/wiki/Katowice_International_Airport,"Pyrzowice, Dąbrowa Górnicza, Katowice, Silesia, GOP, Silesia Metropolis, Gliwice, Piekary Śląskie, Bytom, Zabrze, Sosnowiec"
309484,EPLB,medium_airport,Lublin Airport,51.240278,22.713611,633,EU,PL,PL-LU,Lublin,yes,EPLB,LUZ,,,https://en.wikipedia.org/wiki/Lublin_Airport,
2616,EPLL,medium_airport,Łódź Władysław Reymont Airport,51.721900939900000,19.3980998993,604,EU,PL,PL-LD,Łódź,yes,EPLL,LCJ,,,https://en.wikipedia.org/wiki/%C5%81%C3%B3d%C5%BA_W%C5%82adys%C5%82aw_Reymont_Airport,Lublinek
2622,EPMO,medium_airport,Modlin Airport,52.451099,20.6518,341,EU,PL,PL-MZ,Warsaw,yes,EPMO,WMI,,http://modlinairport.pl/,https://en.wikipedia.org/wiki/Warsaw_Modlin_Airport,Nowy Dwor Mazowiecki
2625,EPPO,medium_airport,Poznań-Ławica Airport,52.421001,16.8263,308,EU,PL,PL-WP,Poznań,yes,EPPO,POZ,,http://www.airport-poznan.com.pl/en/,https://en.wikipedia.org/wiki/Pozna%C5%84-%C5%81awica_Airport,
2628,EPRA,medium_airport,Radom Airport,51.389198,21.213301,610,EU,PL,PL-MZ,Radom,yes,EPRA,RDO,,http://lotnisko-radom.eu/pl/,https://en.wikipedia.org/wiki/Radom_Airport,"Radom Military Air Base, Radom-Sadków Airport"
2629,EPRZ,medium_airport,Rzeszów-Jasionka Airport,50.109791,22.024155,693,EU,PL,PL-PK,Jasionka,yes,EPRZ,RZE,,https://www.rzeszowairport.pl,https://en.wikipedia.org/wiki/Rzesz%C3%B3w-Jasionka_Airport,
2630,EPSC,medium_airport,"Szczecin-Goleniów ""Solidarność"" Airport",53.584702,14.9022,154,EU,PL,PL-ZP,Goleniow,yes,EPSC,SZZ,,http://www.airport.com.pl/en/index.php,https://en.wikipedia.org/wiki/Szczecin-Goleni%C3%B3w_%22Solidarno%C5%9B%C4%87%22_Airport,
2635,EPSY,medium_airport,Olsztyn-Mazury Airport,53.481899,20.9377,463,EU,PL,PL-WN,Olsztyn,yes,EPSY,SZY,,http://mazuryairport.pl/,https://en.wikipedia.org/wiki/Olsztyn-Mazury_Airport,
2637,EPWA,large_airport,Warsaw Chopin Airport,52.1656990051,20.967100143400000,362,EU,PL,PL-MZ,Warsaw,yes,EPWA,WAW,,http://www.lotnisko-chopina.pl/?lang=en,https://en.wikipedia.org/wiki/Warsaw_Frederic_Chopin_Airport,Okęcie
2638,EPWR,medium_airport,Copernicus Wrocław Airport,51.103719,16.882096,404,EU,PL,PL-DS,Wrocław,yes,EPWR,WRO,,http://www.airport.wroclaw.pl/en/index.php,https://en.wikipedia.org/wiki/Copernicus_Airport_Wroc%C5%82aw,"Strachowice, Breslau, Wroclaw"
2639,EPZG,medium_airport,Zielona Góra-Babimost Airport,52.138500213600000,15.7986001968,194,EU,PL,PL-LB,Babimost,yes,EPZG,IEG,,http://www.lotnisko.zielonagora.pl/,https://en.wikipedia.org/wiki/Zielona_G%C3%B3ra_Airport,
2646,ESDF,medium_airport,Ronneby Airport,56.266701,15.265,191,EU,SE,SE-K,Ronneby,yes,ESDF,RNB,,https://www.swedavia.com/ronneby/,https://en.wikipedia.org/wiki/Ronneby_Airport,
2648,ESGG,large_airport,Gothenburg-Landvetter Airport,57.662799835205,12.279800415039,506,EU,SE,SE-Q,Gothenburg,yes,ESGG,GOT,,https://www.swedavia.com/landvetter/,https://en.wikipedia.org/wiki/Gothenburg-Landvetter_Airport,Göteborg-Landvetter
2649,ESGJ,medium_airport,Jönköping Airport,57.757598876953100,14.068699836731000,741,EU,SE,SE-F,Jönköping,yes,ESGJ,JKG,,http://www.lfv.se/templates/LFV_AirportStartPage____1672.aspx,https://en.wikipedia.org/wiki/J%C3%B6nk%C3%B6ping_Airport,
2654,ESGT,medium_airport,Trollhättan-Vänersborg Airport,58.31809997558590,12.345000267028800,137,EU,SE,SE-Q,Trollhättan,yes,ESGT,THN,,,https://en.wikipedia.org/wiki/Trollh%C3%A4ttan-V%C3%A4nersborg_Airport,
2659,ESKM,medium_airport,Mora Airport,60.957901,14.5114,634,EU,SE,SE-W,Mora,yes,ESKM,MXX,,,https://en.wikipedia.org/wiki/Mora-Siljan_Airport,
2660,ESKN,medium_airport,Stockholm Skavsta Airport,58.788601,16.912201,140,EU,SE,SE-D,Nyköping,yes,ESKN,NYO,,,https://en.wikipedia.org/wiki/Stockholm-Skavsta_Airport,
316498,ESKS,medium_airport,Scandinavian Mountains Airport,61.158393,12.842503,1608,EU,SE,SE-W,Malung-Sälen,yes,ESKS,SCR,,https://scandinavianmountains.se/en/home/,https://en.wikipedia.org/wiki/Scandinavian_Mountains_Airport,"Sälens Flygplats, Trysil"
2664,ESMK,medium_airport,Kristianstad Airport,55.92169952392580,14.08549976348880,76,EU,SE,SE-M,Kristianstad,yes,ESMK,KID,,,https://en.wikipedia.org/wiki/Kristianstad_Airport,
2668,ESMQ,medium_airport,Kalmar Airport,56.685501,16.2876,17,EU,SE,SE-H,Kalmar,yes,ESMQ,KLR,,,https://en.wikipedia.org/wiki/Kalmar_Airport,
2669,ESMS,medium_airport,Malmö Sturup Airport,55.54833,13.35333,236,EU,SE,SE-M,Malmö,yes,ESMS,MMX,,http://www.swedavia.com/malmo/,https://en.wikipedia.org/wiki/Malm%C3%B6_Airport,
2670,ESMT,medium_airport,Halmstad Airport,56.69110107421880,12.820199966430700,101,EU,SE,SE-N,Halmstad,yes,ESMT,HAD,,,https://en.wikipedia.org/wiki/Halmstad_Airport,
